title,company,location,skills
Admin Assistant,Punjab Rural Development Dept,Bathinda,"English, MS Office, Teamwork, Data Entry, Hardware Support"
Data Entry Operator,PSEB,Amritsar,"Data Entry, Documentation, Communication, English, Teamwork, Hindi, Typing"
Computer Operator,Govt of Punjab - Health Dept,Jalandhar,"Customer Support, Teamwork, English, Punjabi"
Helpdesk Executive,PSEB,Jalandhar,"Excel, Field Work, Tally, Data Entry"
MIS Executive,Punjab Digital Office,Bathinda,"Communication, Customer Support, Punjabi, Typing"
Social Media Assistant,Govt of Punjab - Revenue Dept,Firozpur,"Communication, Networking, Documentation, MS Office, SQL"
District Coordinator,Punjab Rural Development Dept,Firozpur,"Tally, Documentation, Field Work, MS Office, Typing"
Admin Assistant,Punjab Skill Development Mission,Ludhiana,"Field Work, Hindi, Documentation, Hardware Support, Communication, Networking, Teamwork"
Computer Operator,Govt of Punjab - Health Dept,Amritsar,"Documentation, Customer Support, Typing, Punjabi, Hardware Support, Communication, Networking"
Apprentice - IT Support,Govt of Punjab - Health Dept,Hoshiarpur,"Punjabi, Data Entry, English, Communication, Teamwork, SQL, PowerPoint"
Social Media Assistant,Govt of Punjab - Health Dept,Pathankot,"PowerPoint, Customer Support, English, Hardware Support, Data Entry"
Lab Technician,Govt of Punjab - Revenue Dept,Gurdaspur,"Excel, Teamwork, Data Entry, SQL"
IT Support Technician,Punjab Rural Development Dept,Bathinda,"Networking, MS Office, Typing, SQL"
Helpdesk Executive,PSEB,Pathankot,"Teamwork, Customer Support, Punjabi, SQL, Hindi, Communication, MS Office"
Apprentice - IT Support,PSEB,Bathinda,"Teamwork, Excel, Tally, Networking, Communication"
Field Coordinator,Govt of Punjab - Revenue Dept,Ludhiana,"Communication, Customer Support, Documentation, MS Office, English"
IT Support Technician,Punjab Digital Office,Gurdaspur,"Networking, Communication, Customer Support, Documentation"
Social Media Assistant,PGRKAM Partner Employer,Pathankot,"Data Entry, Communication, English, SQL, Tally, Documentation"
MIS Executive,Punjab Rural Development Dept,Amritsar,"Hardware Support, Teamwork, Field Work, MS Office, Hindi, Tally, Networking"
Office Assistant,Govt of Punjab - Revenue Dept,Bathinda,"Customer Support, Hardware Support, MS Office, Documentation, Hindi, SQL, Networking"
Apprentice - IT Support,Punjab Digital Office,Hoshiarpur,"Field Work, Excel, Documentation, Tally, Networking, Hardware Support"
Customer Support Executive,Punjab Digital Office,Mohali,"Typing, Data Entry, Customer Support, Communication"
Social Media Assistant,PSEB,Mohali,"Hardware Support, SQL, MS Office, Punjabi, Networking, Data Entry, Typing, Communication"
IT Support Technician,PSEB,Firozpur,"Communication, Typing, Data Entry, Documentation"
Apprentice - IT Support,PGRKAM Partner Employer,Ludhiana,"MS Office, Field Work, SQL, Tally, Customer Support"
Hardware Technician,Punjab Digital Office,Bathinda,"Data Entry, Teamwork, SQL, Documentation, Field Work, Excel, Hardware Support"
Office Assistant,Govt of Punjab - Health Dept,Ludhiana,"Documentation, Hindi, Teamwork, MS Office, Data Entry"
Hardware Technician,Punjab Rural Development Dept,Patiala,"Teamwork, Excel, Networking, Field Work"
Customer Support Executive,Punjab Rural Development Dept,Pathankot,"Tally, Documentation, Data Entry, Excel, English, Punjabi, PowerPoint, Teamwork"
Data Entry Operator,Punjab Digital Office,Firozpur,"Excel, Hardware Support, Punjabi, Hindi, SQL, Networking, Communication"
Career Counsellor,PSEB,Patiala,"Typing, Punjabi, Communication, Field Work, Documentation, Hardware Support, PowerPoint"
Data Entry Operator,PSEB,Mohali,"MS Office, PowerPoint, Tally, Data Entry, Typing, Communication"
Helpdesk Executive,Punjab Digital Office,Patiala,"Excel, Documentation, MS Office, Teamwork, Field Work, SQL"
MIS Executive,PGRKAM Partner Employer,Bathinda,"Field Work, Teamwork, Networking, PowerPoint, Data Entry"
Computer Operator,Punjab Digital Office,Bathinda,"Data Entry, Customer Support, Tally, English, SQL, Hardware Support, Excel, PowerPoint"
District Coordinator,Govt of Punjab - Revenue Dept,Gurdaspur,"MS Office, SQL, Hindi, Punjabi, Field Work, English, Hardware Support"
Hardware Technician,Punjab Digital Office,Bathinda,"Punjabi, Hardware Support, Customer Support, Excel, Documentation, Typing, Data Entry"
Customer Support Executive,Punjab Rural Development Dept,Hoshiarpur,"Networking, Communication, Hardware Support, Hindi, Tally, Typing, SQL, Customer Support"
Field Coordinator,Govt of Punjab - Revenue Dept,Firozpur,"English, Networking, Data Entry, Field Work, SQL"
Data Entry Operator,Govt of Punjab - Health Dept,Gurdaspur,"Punjabi, Field Work, Hardware Support, Networking, Excel"
Career Counsellor,Punjab Rural Development Dept,Bathinda,"MS Office, PowerPoint, Excel, Documentation, Field Work"
Hardware Technician,Punjab Skill Development Mission,Patiala,"Tally, Hindi, Typing, Communication, Data Entry, SQL, Excel"
Admin Assistant,Punjab Skill Development Mission,Mohali,"PowerPoint, Hindi, Communication, Punjabi, Hardware Support"
Career Counsellor,PSEB,Gurdaspur,"Documentation, Customer Support, English, Punjabi, Teamwork, Hardware Support, PowerPoint, Networking"
Data Entry Operator,Punjab Digital Office,Pathankot,"Customer Support, SQL, Excel, Teamwork, PowerPoint, Hindi"
District Coordinator,Punjab Digital Office,Bathinda,"Customer Support, Field Work, English, SQL, Hardware Support, Tally"
Lab Technician,Punjab Digital Office,Hoshiarpur,"Tally, Typing, MS Office, Networking, Data Entry, SQL, Teamwork"
Apprentice - IT Support,PGRKAM Partner Employer,Pathankot,"Communication, Networking, Typing, Hindi"
Admin Assistant,Punjab Digital Office,Jalandhar,"Documentation, Field Work, Typing, Hardware Support, Punjabi, Customer Support, MS Office"
Social Media Assistant,Punjab Digital Office,Ludhiana,"SQL, Networking, PowerPoint, Communication, Typing, Documentation"
Data Entry Operator,PGRKAM Partner Employer,Amritsar,"Punjabi, Data Entry, Networking, Typing, Tally"
MIS Executive,Punjab Skill Development Mission,Hoshiarpur,"Teamwork, Excel, Punjabi, Hardware Support, Data Entry, SQL, Communication"
MIS Executive,Govt of Punjab - Health Dept,Jalandhar,"Teamwork, Typing, PowerPoint, Hardware Support, Communication"
IT Support Technician,Punjab Digital Office,Bathinda,"Documentation, Typing, Hardware Support, PowerPoint, Punjabi, English, Teamwork"
